paper_id,claim_id,table_figure,claim,value_script,value_paper,match,notes,value_rewrite,match_rewrite,defect_locus
coppock_kaur_2022,text|toy_example_bounds_width_before_any_data,text,toy example: bounds width before any data,200,200,1,,200,1,
coppock_kaur_2022,text|toy_example_final_bounds_width,text,toy example: final bounds width,10,10,1,,10,1,
coppock_kaur_2022,text|atu_final_bounds_width,text,ATU final bounds width,58,58,1,The text says the ATU bounds are greater than 58 points wide,58,1,
coppock_kaur_2022,text|att_summarised_as_a_point_effect,text,ATT summarised as a point effect,-15,-15,1,"The ATT is exactly -22.5 points once South Africa (1910-1994) carries the 0.8 appendix C states, which is 7.5 points from the published -15. It sits halfway between two whole numbers, so the figure prints it at the one decimal that states it",-22.5,0,archive
coppock_kaur_2022,text|cases_imputed_as_a_non_zero_causal_effect,text,cases imputed as a non-zero causal effect,6,6,1,,6,1,
coppock_kaur_2022,text|expert_responses_received,text,expert responses received,20,20,1,,20,1,
coppock_kaur_2022,text|democratization_cases_without_an_expert_response,text,democratization cases without an expert response,43,43,1,,43,1,
coppock_kaur_2022,text|our_bounds_width_20_responding_cases,text,"our bounds width, 20 responding cases",50,50,1,,50,1,
coppock_kaur_2022,text|expert_bounds_width_20_responding_cases,text,"expert bounds width, 20 responding cases",30,30,1,,30,1,
coppock_kaur_2022,text|our_bounds_width_all_63_cases,text,"our bounds width, all 63 cases",51,51,1,,51,1,
coppock_kaur_2022,text|expert_bounds_width_all_63_cases,text,"expert bounds width, all 63 cases",78,78,1,,78,1,
coppock_kaur_2022,text|combined_bounds_width_all_63_cases,text,"combined bounds width, all 63 cases",44,44,1,,44,1,
coppock_kaur_2022,text|expert_and_author_imputations_agreed,text,expert and author imputations agreed,7,7,1,,7,1,
coppock_kaur_2022,text|expert_and_author_imputations_conflicted,text,expert and author imputations conflicted,3,3,1,,3,1,
coppock_kaur_2022,text|we_imputed_the_experts_did_not,text,"we imputed, the experts did not",3,3,1,,3,1,
coppock_kaur_2022,text|the_experts_imputed_we_did_not,text,"the experts imputed, we did not",7,7,1,,7,1,
coppock_kaur_2022,text|cases_the_experts_imputed,text,cases the experts imputed,14,14,1,,14,1,
coppock_kaur_2022,text|cases_we_imputed,text,cases we imputed,10,10,1,,10,1,
coppock_kaur_2022,text|experts_who_declined_to_impute,text,experts who declined to impute,6,6,1,,6,1,
coppock_kaur_2022,text|declining_experts_assigned_to_an_untreated_case,text,declining experts assigned to an untreated case,6,6,1,,6,1,
coppock_kaur_2022,text|expert_imputations_differing_from_the_observed_outcome,text,expert imputations differing from the observed outcome,0,0,1,The text says all 20 respondents either made no imputation or imputed the observed outcome,0,1,
coppock_kaur_2022,appendix_a|end_of_conflict_cases,appendix_a,end-of-conflict cases,54,54,1,,54,1,
coppock_kaur_2022,appendix_a|treated_end_of_conflict_cases,appendix_a,treated end-of-conflict cases,6,6,1,,6,1,
coppock_kaur_2022,appendix_a|bounds_width_once_half_the_potential_outcomes_are_revealed,appendix_a,bounds width once half the potential outcomes are revealed,100,100,1,,100,1,
coppock_kaur_2022,appendix_a|bounds_width_after_imputation,appendix_a,bounds width after imputation,44,41,0,"Appendix A says the width shrinks from 100 to 41 points, then in the same breath calls the resulting bounds 45 points wide; the pipeline gives 44.4, which rounds to 44",44,0,paper_internal
coppock_kaur_2022,appendix_a|final_ate_lower_bound,appendix_a,final ATE lower bound,-3,-3,1,,-3,1,
coppock_kaur_2022,appendix_a|final_ate_upper_bound,appendix_a,final ATE upper bound,42,42,1,,42,1,
coppock_kaur_2022,appendix_a|final_ate_bounds_width_from_the_rounded_endpoints,appendix_a,final ATE bounds width from the rounded endpoints,45,45,1,42 minus -3; the unrounded width is 44.4,45,1,
coppock_kaur_2022,appendix_a|att_summarised_as_a_point_effect,appendix_a,ATT summarised as a point effect,-10,-10,1,,-10,1,
coppock_kaur_2022,text|toy_example_units,text,toy example: units,,10,,,10,1,
coppock_kaur_2022,text|toy_example_treated_units,text,toy example: treated units,,7,,,7,1,
coppock_kaur_2022,text|toy_example_untreated_units,text,toy example: untreated units,,3,,,3,1,
coppock_kaur_2022,text|toy_example_easy_imputations,text,toy example: easy imputations,,5,,,5,1,
coppock_kaur_2022,text|toy_example_untreated_outcomes_for_units_1_2_and_5,text,"toy example: untreated outcomes for units 1, 2 and 5",,"1, 1, 0",,,"1, 1, 0",1,
coppock_kaur_2022,text|toy_example_treated_outcomes_for_units_8_and_9,text,toy example: treated outcomes for units 8 and 9,,"1, 0",,,"1, 0",1,
coppock_kaur_2022,text|probabilistic_extension_possible_sets_of_potential_outcomes,text,probabilistic extension: possible sets of potential outcomes,,4,,,4,1,
coppock_kaur_2022,text|unobserved_potential_outcomes,text,unobserved potential outcomes,,63,,,63,1,
coppock_kaur_2022,text|unobserved_potential_outcomes_imputed_with_certainty,text,unobserved potential outcomes imputed with certainty,,5,,Brazil (1964-1985) and the two Thailand transitions are imputed at a probability of exactly 0 or 1; Uruguay (1973-1984) is a fourth in the deposit and is probabilistic at the 0.9 appendix C states,3,0,paper_internal
coppock_kaur_2022,text|unobserved_potential_outcomes_imputed_probabilistically,text,unobserved potential outcomes imputed probabilistically,,26,,Twenty-eight of the 31 democratization imputations carry a probability strictly between 0 and 1; the deposit gives 27 and the article says 26,28,0,paper_internal
coppock_kaur_2022,text|unobserved_potential_outcomes_left_unimputed,text,unobserved potential outcomes left unimputed,,32,,,32,1,
coppock_kaur_2022,text|disbanded_and_discredited_democratization_cases,text,disbanded and discredited democratization cases,,4,,"The article calls these four cases in the sentence after naming two of them, Bolivia and the Philippines; appendix Table B.2 lists two. Appendix Table B.1 lists four end-of-conflict cases at the same step",2,0,paper_internal
coppock_kaur_2022,text|observed_outcome_in_the_disbanded_and_discredited_cases,text,observed outcome in the disbanded and discredited cases,,0,,,0,1,
coppock_kaur_2022,text|south_africa_probability_the_imputed_untreated_outcome_equals_1,text,South Africa: probability the imputed untreated outcome equals 1,,0.8,,The main text and appendix C entry C.2.7 both state 0.8; the deposit transcribes 0.2 and the rewrite restores the stated value,0.8,1,
coppock_kaur_2022,text|disbanded_cases_probability_the_imputed_outcome_equals_1,text,disbanded cases: probability the imputed outcome equals 1,,0.1,,,0.1,1,
coppock_kaur_2022,text|nigeria_probability_the_imputed_untreated_outcome_equals_1,text,Nigeria: probability the imputed untreated outcome equals 1,,0.1,,,0.1,1,
coppock_kaur_2022,text|experts_disagreeing_with_our_coding_of_treatment_and_outcome,text,experts disagreeing with our coding of treatment and outcome,,5,,"The deposited case file records whether an expert responded and what they imputed, but not whether they accepted our coding of treatment and outcome",,,archive
coppock_kaur_2022,text|expert_imputations_conflicting_with_ours_restated_in_the_discussion,text,"expert imputations conflicting with ours, restated in the discussion",,3,,"The same quantity as the Expert Survey section's three conflicts, stated a second time in the discussion",3,1,
coppock_kaur_2022,text|end_of_conflict_cases_stated_in_the_main_text_footnote,text,"end-of-conflict cases, stated in the main text footnote",,54,,"The same quantity as Appendix A's 54 cases, stated a second time in a main text footnote",54,1,
coppock_kaur_2022,text|unimputed_cases_as_a_share_of_the_total,text,unimputed cases as a share of the total,,,,,"32 of 63, 50.8%",1,
coppock_kaur_2022,text|the_bounds_around_the_ate_include_zero,text,the bounds around the ATE include zero,,,,,"[-2, 49] contains 0",1,
coppock_kaur_2022,text|the_att_bounds_shrink_to_a_point,text,the ATT bounds shrink to a point,,,,,"[-22.5, -22.5], width 0",1,
coppock_kaur_2022,text|the_atu_bounds_are_wider_than_the_att_bounds,text,the ATU bounds are wider than the ATT bounds,,,,,58 against 0,1,
coppock_kaur_2022,text|the_combined_bounds_are_narrower_than_our_original_bounds,text,the combined bounds are narrower than our original bounds,,,,,44 against 51,1,
coppock_kaur_2022,text|no_expert_assigned_to_a_treated_case_declined_to_impute,text,no expert assigned to a treated case declined to impute,,,,,0 of 6 declining experts,1,
coppock_kaur_2022,text|expert_bounds_are_narrower_than_ours_among_the_20_responding_cases,text,expert bounds are narrower than ours among the 20 responding cases,,,,,30 against 50,1,
coppock_kaur_2022,text|expert_bounds_are_wider_than_ours_among_all_63_cases,text,expert bounds are wider than ours among all 63 cases,,,,,78 against 51,1,
coppock_kaur_2022,table_b1|cells_printed_in_the_treatment_indicator_column,table_b1,cells printed in the treatment indicator column,,54,,,54,1,
coppock_kaur_2022,table_b1|cells_printed_in_the_observed_outcome_column,table_b1,cells printed in the observed outcome column,,54,,,54,1,
coppock_kaur_2022,table_b1|cells_printed_in_the_revealed_potential_outcome_column,table_b1,cells printed in the revealed potential outcome column,,54,,,54,1,
coppock_kaur_2022,table_b1|cells_printed_in_the_imputed_untreated_outcome_column,table_b1,cells printed in the imputed untreated outcome column,,54,,,54,1,
coppock_kaur_2022,table_b1|cells_printed_in_the_imputed_treated_outcome_column,table_b1,cells printed in the imputed treated outcome column,,54,,,54,1,
coppock_kaur_2022,table_b1|cells_printed_in_the_imputation_probability_column,table_b1,cells printed in the imputation probability column,,30,,,30,1,
coppock_kaur_2022,table_b1|cells_printed_in_the_unit_level_effect_column,table_b1,cells printed in the unit-level effect column,,54,,,54,1,
coppock_kaur_2022,table_b2|cells_printed_in_the_treatment_indicator_column,table_b2,cells printed in the treatment indicator column,,63,,,63,1,
coppock_kaur_2022,table_b2|cells_printed_in_the_observed_outcome_column,table_b2,cells printed in the observed outcome column,,63,,"Azerbaijan (1991-1992) is printed with an observed outcome of 0, which is what its revealed untreated potential outcome is; the deposited outcome column records 1 for that case and nothing reads it",62,0,archive
coppock_kaur_2022,table_b2|cells_printed_in_the_revealed_potential_outcome_column,table_b2,cells printed in the revealed potential outcome column,,63,,,63,1,
coppock_kaur_2022,table_b2|cells_printed_in_the_imputed_untreated_outcome_column,table_b2,cells printed in the imputed untreated outcome column,,63,,,63,1,
coppock_kaur_2022,table_b2|cells_printed_in_the_imputed_treated_outcome_column,table_b2,cells printed in the imputed treated outcome column,,63,,,63,1,
coppock_kaur_2022,table_b2|cells_printed_in_the_imputation_probability_column,table_b2,cells printed in the imputation probability column,,31,,Burundi (1996-2005) is printed with a probability of 0.9; appendix C states 0.8 for the same case and the deposited data carry 0.8,30,0,paper_internal
coppock_kaur_2022,table_b2|cells_printed_in_the_unit_level_effect_column,table_b2,cells printed in the unit-level effect column,,63,,,63,1,
